,createDate,displayImageUrl,displayName,hasProfanity,hasSpoilers,isSuperReviewer,isVerified,rating,review,score,timeFromCreation,updateDate,accountLink,displayName,realm,userId
167,2019-08-26T17:31:28.492Z,,Donna F,False,False,False,True,STAR_5,My Granddaughter and I loved this film.,5.0,6d ago,2019-08-26T17:31:28.492Z,,Donna F,Fandango,b236f3c9-9375-4c72-a4f5-cada6485e11a
168,2019-08-26T17:29:23.839Z,,Tobylerone,False,False,False,True,STAR_5,"The cgi was amazing.  There should never be a need to use real animals for entertainment again.  These were creatures who looked real and had the behaviors of the real wild animals - except that they talked of course.  The story always gets and emotional reaction from me, but this movie was so much more than the other Lion Kings I have seen.",5.0,6d ago,2019-08-26T17:29:23.839Z,,Tobylerone,Fandango,8e79b8f1-0494-4e5e-85c3-8ab11d9c8dee
169,2019-08-26T16:55:56.406Z,,Lovelizzet.lc82,False,False,False,True,STAR_5,"This movie was nicely done. It teaches families how to behave with one another and how animals are very similar to our  race. The movie teaches you lessons for children and adults. I recommend any age to watch this movie, and I would definitely see it again.",5.0,6d ago,2019-08-26T16:55:56.406Z,,Lovelizzet.lc82,Fandango,de7fabc2-7a44-4f6d-8638-7cc4f0d915f0
170,2019-08-26T16:39:20.794Z,,Wendy,False,False,False,True,STAR_5,The impeccable details in this animation left me awe struck. It evoked more emotion than the original cartoon. I would definitely recommend to all ages for this reason.,5.0,6d ago,2019-08-26T16:39:20.794Z,,Wendy,Fandango,1d1a1719-a198-43a8-8a5e-daef73f2e6b2
171,2019-08-26T15:48:14.497Z,,Long live the original!,False,False,False,True,STAR_4,It was good but not what I expected. Still has the feel of the original but not much of that “magic” factor,4.0,6d ago,2019-08-26T15:48:14.497Z,,Long live the original!,Fandango,7226CA2C-E8F6-41E7-AE2C-EC0480621DAD
172,2019-08-26T15:28:34.962Z,,David F,False,False,False,True,STAR_5,Outstanding Entertainment for people of all ages,5.0,6d ago,2019-08-26T15:28:34.962Z,,David F,Fandango,aa7cf1a0-24a9-4c00-97b1-b32473a2a1b5
173,2019-08-26T14:32:11.884Z,,Julie A,False,False,False,True,STAR_4,"I love the movie!  But I'm only giving it 4 stars because I really think it was way more violent then it should have been.  The death scene wasn't really necessary and bothered me, even as a full grown adult!",4.0,6d ago,2019-08-26T14:32:11.884Z,,Julie A,Fandango,36658d88-4968-4228-a483-743f7cb659b1
174,2019-08-26T13:45:58.907Z,,Diane C,False,False,False,True,STAR_5,"Just wish they didn’t use, Beyoncé for, Nalas voice",5.0,6d ago,2019-08-26T13:45:58.907Z,,Diane C,Fandango,3BA51C54-A2FC-4063-A029-C8C3D04A23F4
175,2019-08-26T13:20:55.620Z,,CAROLYN,False,False,False,True,STAR_5,"Loved the animation and  adaptation to modern day conversing. 
Did think it was a bit over-violent",5.0,6d ago,2019-08-26T13:20:55.620Z,,CAROLYN,Fandango,06693513-abb9-49d5-9ae9-3bc9aa73a281
176,2019-08-26T13:19:59.000Z,,Allison,False,False,False,True,STAR_5,"As someone who loved the original, I thought this one was amazing!",5.0,6d ago,2019-08-26T13:19:59.000Z,,Allison,Fandango,aeab38f4-1446-4b9f-8d71-a4cf0bfa3855
177,2019-08-26T11:59:16.382Z,,Michael,False,False,False,True,STAR_1,This was a waste of time. Turn on the animal-plant its better TV. Even my 8 YO grandson called it a waste of time',1.0,6d ago,2019-08-26T11:59:16.382Z,,Michael,Fandango,9db6f9f4-ad1c-47d6-a0ab-751e909316de
178,2019-08-26T11:33:37.106Z,,Kartrina Davis,False,False,False,True,STAR_5,I loved everything about this movie.  Just how I remembered it.,5.0,6d ago,2019-08-26T11:33:37.106Z,,Kartrina Davis,Fandango,84e356c5-fd18-43a4-80d5-ac81fa9bab40
179,2019-08-26T11:23:11.618Z,,Susan M,False,False,False,False,STAR_4_5,The animals looked so real.  The vibrant colors were fantastic.  I disliked the new voices vs the original movie.  Other wise I loved it.,4.5,6d ago,2019-08-26T11:23:11.618Z,,Susan M,Fandango,afb2f708-a512-4d05-bbfb-941c482aa984
180,2019-08-26T11:07:22.762Z,,Ellie H,False,False,False,True,STAR_5,"I was thoroughly surprised that I liked it as much as I did. I went into it with the mindset that it wouldnt be as good as the original. I also am annoyed with all of these remakes, but let me tell you, this movie was exceptional. The casting was brilliant, Seth Rogan and Billy Eichner as Pumbaa and Timon, absolutely stole the show. That being said, this movie is definitely not as appropriate for a younger crowd like the original cartoon. The CGI is the most realistic that Ive ever seen, and the drama and emotion is unreal. 10/10 go see it, but maybe leave your 4-year-old at home!",5.0,6d ago,2019-08-26T11:07:22.762Z,,Ellie H,Fandango,cae9627f-242a-4389-8a26-b1430f7462c7
181,2019-08-26T10:47:53.435Z,,Rebecca,False,False,False,True,STAR_5,This movie was wonderful and I would definitely return to see it a second time,5.0,6d ago,2019-08-26T10:47:53.435Z,,Rebecca,Fandango,bd0d7f56-c00d-4fd7-83c3-ca5a9d57b1ee
182,2019-08-26T10:22:58.619Z,,Larry P,False,False,False,True,STAR_0_5,"When compared to the first movie, this comes up lacking.  Yes, if you want to see unbelievable digital animation, then this is the movie for you.  However, in this case, the animation takes away from the main theme of the movie.  It just lacked the power of the first movie.  The music was not up to par, nor were the sound effects.  I would stay home and watch the first one with much greater satisfaction and for less .",0.5,6d ago,2019-08-26T10:22:58.619Z,,Larry P,Fandango,cdd127a8-e8b7-4e2f-bed1-1bd11eeaeb90
183,2019-08-26T10:03:00.384Z,,James S,False,False,False,True,STAR_3_5,CG was great but the grandchildren liked the original better. I believe it was because they removed a lot of the cute interaction between the characters in the remake.,3.5,6d ago,2019-08-26T10:03:00.384Z,,James S,Fandango,f7f9b930-e094-4265-882b-48c50b103f5a
184,2019-08-26T09:56:49.934Z,,Tristian Q,False,False,False,True,STAR_5,Great movie. Must see,5.0,6d ago,2019-08-26T09:56:49.934Z,,Tristian Q,Fandango,da7acba7-4b4b-4f69-a952-612f3992f762
185,2019-08-26T07:41:24.663Z,,csc4evr,False,False,False,True,STAR_4_5,The movie was perfect. So realistic.,4.5,6d ago,2019-08-26T07:41:24.663Z,,csc4evr,Fandango,E48E81B7-43D7-4DAD-B979-46C6140AEA39
186,2019-08-26T06:13:29.014Z,,Ana,False,False,False,True,STAR_4_5,Amazing! Have always love The Lion King as animated but this was super!,4.5,6d ago,2019-08-26T06:13:29.014Z,,Ana,Fandango,B6EF29D2-71DC-4637-85B3-9AE71C45D80C
187,2019-08-26T05:55:00.983Z,,Tina F,False,False,False,True,STAR_3_5,I was pretty good. Stuck to the original pretty well with some differences for the sake of originality.,3.5,6d ago,2019-08-26T05:55:00.983Z,,Tina F,Fandango,a1183195-3800-4f0a-a8ad-191b5a2aa933
188,2019-08-26T05:26:36.796Z,,,False,False,False,False,STAR_5,Excellent remake! The graphics are so fantastic! ,5.0,6d ago,2019-08-26T05:26:36.796Z,/user/id/917412908,,RT,917412908
189,2019-08-26T04:57:45.331Z,,Lucas M,False,False,False,False,STAR_4,"Overall, I really enjoyed this movie. Looked stunning, and the voice acting was great. Only knock I have is that some parts could've had more emotional impact.",4.0,6d ago,2019-08-26T04:57:45.331Z,/user/id/978013158,Lucas M,RT,978013158
190,2019-08-26T04:33:50.405Z,,James K,False,False,False,True,STAR_4_5,Thought the animation was fantastic!,4.5,6d ago,2019-08-26T04:33:50.405Z,,James K,Fandango,da112b31-e187-4fbc-8670-af08bfa2ca7e
191,2019-08-26T03:36:26.839Z,,C.B.,False,False,False,True,STAR_5,The whole new life to movie in live animals not cartoon,5.0,"Aug 26, 2019",2019-08-26T03:36:26.839Z,,C.B.,Fandango,7b576d08-c69f-46eb-8736-4fdff71b9d3b
192,2019-08-26T03:14:10.392Z,,Moe,False,False,False,True,STAR_5,Amazing movie we loved it,5.0,"Aug 26, 2019",2019-08-26T03:14:10.392Z,,Moe,Fandango,de6097cf-8f61-4d62-af3c-517f9de5edc5
193,2019-08-26T03:10:49.481Z,,Jenny Burge,False,False,False,True,STAR_5,Great music. Great effects.   Very well done !!,5.0,"Aug 26, 2019",2019-08-26T03:10:49.481Z,,Jenny Burge,Fandango,d39355a0-c1e3-4bac-9ebd-efc7635814c7
194,2019-08-26T02:49:57.690Z,,Bo K,False,False,False,False,STAR_3_5,They stayed true to the original movie but I enjoyed the music way more in the original.  Crazy how they even filed this movie. ,3.5,"Aug 26, 2019",2019-08-26T02:49:57.690Z,/user/id/978212904,Bo K,RT,978212904
195,2019-08-26T02:49:55.752Z,,Irma,False,False,False,False,STAR_2,"Some things cant replace or come close to the original 
These characters showed no emotions !!! This isnt a movie Ill be rewatching in the near future!",2.0,"Aug 26, 2019",2019-08-26T02:49:55.752Z,,Irma,Fandango,dc4124b5-b344-40fa-b624-d76d9233fa9e
196,2019-08-26T02:40:37.012Z,,gatoritb18,False,False,False,True,STAR_3_5,The movie followed the original pretty well but overall it was not good enough to make me want to watch it again or buy it for my collection. Disney needs to hire people to create new movies and stories. The ordinal remakes are getting old fast. Very minimal creativity in Disney movies.,3.5,"Aug 26, 2019",2019-08-26T02:40:37.012Z,,gatoritb18,Fandango,d2c12456-09c7-44e1-9bc4-9423d6c7efe5
197,2019-08-26T02:00:10.063Z,,Jessica,False,False,False,True,STAR_5,Loved it! Just like the classic but better!!! 🎉🎉🎉🙌🏻,5.0,"Aug 26, 2019",2019-08-26T02:00:10.063Z,,Jessica,Fandango,0CAAB305-32A6-4172-924F-938014DD696E
198,2019-08-26T01:38:21.354Z,,joanie,False,False,False,True,STAR_5,The movie was excellent!!!  I really love the reclining seats,5.0,"Aug 26, 2019",2019-08-26T01:38:21.354Z,,joanie,Fandango,B331381D-B74E-4E9D-83DC-976ED06491DB
199,2019-08-26T01:29:52.408Z,,Wes,False,False,False,True,STAR_5,"Great remake. If you saw the original, you won’t be disappointed. Only critique is how much embellishment they put on the song “Can You Feel The Love Tonight” - too many runs and riffs for my taste, but that’s music, not the movie. Overall, still great!",5.0,"Aug 26, 2019",2019-08-26T01:29:52.408Z,,Wes,Fandango,95A5E536-7076-4D51-8EAA-959B8838FAED
200,2019-08-26T01:05:51.639Z,,ao,False,False,False,True,STAR_5,beautiful and amazing,5.0,"Aug 26, 2019",2019-08-26T01:05:51.639Z,,ao,Fandango,C36F870D-1379-4599-BD61-EE99B3BF8BE8
201,2019-08-26T00:59:27.112Z,,Joseph,False,False,False,True,STAR_5,It was probably the best live action Disney has done so far i absolutely loved it and want to see it again,5.0,"Aug 26, 2019",2019-08-26T00:59:27.112Z,,Joseph,Fandango,B1448923-0712-4B59-9C56-E9B680DBD0E1
202,2019-08-26T00:45:10.985Z,,Damariz W,False,False,False,True,STAR_5,Soundtrack is incredible! And the animation so surreal. Loved it!,5.0,"Aug 26, 2019",2019-08-26T00:45:10.985Z,,Damariz W,Fandango,5CAAE347-8A86-49A0-8BCB-6B5CE689781C
203,2019-08-26T00:40:38.387Z,,Jessica J,False,False,False,False,STAR_2_5,"This one was a Meh to me. What they did with CGI, Cast, and made it so beautiful. But it felt souless. I would have prefered if they added more to it then a scene by scene play thru of just a updated version unlike some of their other remakes. I Loved though the Timon and Pumba dynamic, it added that bit of mojo for me that the rest of the film lacked.
The original is hard to beat so why try to make it the original updated.",2.5,"Aug 26, 2019",2019-08-26T00:40:38.387Z,/user/id/978212766,Jessica J,RT,978212766
204,2019-08-26T00:21:09.203Z,https://graph.facebook.com/v3.3/1154715573/picture,Chris C,False,False,False,False,STAR_5,"I loved ""The Lion King."" The music was awesome and the humor was fun. I had a great time watching it in Dolby at my local theater. ",5.0,"Aug 26, 2019",2019-08-26T00:21:09.203Z,/user/id/907290512,Chris C,RT,907290512
205,2019-08-26T00:20:38.401Z,,Mike,False,False,False,True,STAR_5,Beautiful movie. Loved it!,5.0,"Aug 26, 2019",2019-08-26T00:20:38.401Z,,Mike,Fandango,263E1476-1F55-4ECB-BFF8-BC917BBEE4FE
206,2019-08-26T00:15:28.234Z,,Linda,False,False,False,True,STAR_4_5,It was well-done. Great movie!,4.5,"Aug 26, 2019",2019-08-26T00:15:28.234Z,,Linda,Fandango,8d528b70-8cfd-4e59-9d67-fe41d6f6d0d3
207,2019-08-25T23:27:57.452Z,,Terrie M,False,False,False,False,STAR_3_5,"The movie was visually stunning, but still not as good as the original. I agree with others that it lost some of the humor and charm from the original.",3.5,"Aug 25, 2019",2019-08-25T23:27:57.452Z,/user/id/976812282,Terrie M,RT,976812282
208,2019-08-25T23:11:45.450Z,,Ruth,False,False,False,True,STAR_3_5,The music the graphics,3.5,"Aug 25, 2019",2019-08-25T23:11:46.881Z,,Ruth,Fandango,447ae54f-982f-49e8-9528-bab1dc0bbb7e
209,2019-08-25T23:05:48.353Z,,,False,False,False,False,STAR_5,Love how it looks like real animals it is so good really like the movie,5.0,"Aug 25, 2019",2019-08-25T23:05:48.353Z,/user/id/260313439,,RT,260313439
210,2019-08-25T22:58:50.331Z,,Katherine R,False,False,False,True,STAR_4,Nice recreation of animated movie.,4.0,"Aug 25, 2019",2019-08-25T22:58:50.331Z,,Katherine R,Fandango,918BE8D2-2703-4823-8B5A-C7F18F14D5D0
211,2019-08-25T22:24:19.300Z,,Nicolas S,False,False,False,False,STAR_5,"Cenas impressionantemente realistas, bastante fiel ao original... Ótimo!",5.0,"Aug 25, 2019",2019-08-25T22:24:19.336Z,/user/id/978212638,Nicolas S,RT,978212638
212,2019-08-25T22:14:07.338Z,,Anita P,False,False,False,True,STAR_4,It was entertaining. My grandson had a great time seeing a Disney classic since he doesn't really remember the cartoon he truly appreciated the film.,4.0,"Aug 25, 2019",2019-08-25T22:14:07.338Z,,Anita P,Fandango,14241008-E2B7-4D14-A576-3BC29DEE2E51
213,2019-08-25T22:13:52.220Z,,Melanie,False,False,False,True,STAR_4_5,"I liked that there was a happy ending! Very cute movie, made me tear up..",4.5,"Aug 25, 2019",2019-08-25T22:13:52.220Z,,Melanie,Fandango,A0757FD2-733E-469B-8082-413355DB3D22
214,2019-08-25T21:48:27.537Z,,,False,False,False,False,STAR_1_5,The movie commercials motivated me to see the movie. I was over sold. To be fair some little kids clearly liked some of the comedy. ,1.5,"Aug 25, 2019",2019-08-25T21:48:27.537Z,/user/id/260212732,,RT,260212732
215,2019-08-25T21:15:36.974Z,,Candy C,False,False,False,False,STAR_2,"Despite disagreeing with their existence in principle, I've actually enjoyed several of Disney's remakes; Beauty and the Beast was satisfying, and Cinderella was downright sweet. But this movie? Meh. What on earth was the point of it? Sure, it's visually stunning, no doubt about that. But is this a movie, or 110 minutes of what we can do with animation these days? Besides the fact that this was pretty much shot-for-shot the exact same film we all know, it wasn't even that good. How this film could boast such an amazing cast and yet seem so incredibly badly cast is a total mystery. I can't put my finger on what it is about this movie that makes it miss the mark on comedy, on heart, and on wonder, but it does. I was mildly entertained, but nothing more. ",2.0,"Aug 25, 2019",2019-08-25T21:15:36.974Z,/user/id/978212488,Candy C,RT,978212488
216,2019-08-25T21:12:55.879Z,https://graph.facebook.com/v3.3/1274623585885676/picture,Samantha S,False,False,False,False,STAR_2,Unfortunately it was very forgettable ,2.0,"Aug 25, 2019",2019-08-25T21:12:55.879Z,/user/id/975115995,Samantha S,RT,975115995
217,2019-08-25T21:11:57.783Z,,Ruby,False,False,False,True,STAR_5,Liked everything about the movie. Brought me back memories.,5.0,"Aug 25, 2019",2019-08-25T21:11:57.783Z,,Ruby,Fandango,D1D8C0D4-5E99-4495-942F-D9B2DC330D70
218,2019-08-25T20:18:11.439Z,,natalie w,False,False,False,False,STAR_1,"I hated this movie. The music wasn't good and the small tweaks to the original story line made for a worse experience. This movie was obviously made for children under 8, I don't know how anyone else could enjoy this.",1.0,"Aug 25, 2019",2019-08-25T20:18:11.439Z,/user/id/969103932,natalie w,RT,969103932
219,2019-08-25T20:17:44.977Z,,TONY,False,False,False,True,STAR_5,"amazing, a must see  if you ever watched the original 20 years ago with your children.",5.0,"Aug 25, 2019",2019-08-25T20:17:44.977Z,,TONY,Fandango,AF89B943-8295-4E84-98E5-E92311999B99
220,2019-08-25T20:04:58.320Z,,Davin C,False,False,False,True,STAR_4,Duh adaptation if the cartoon I grew up with but focused a little too much on the violence. More Timon + Pumba please!,4.0,"Aug 25, 2019",2019-08-25T20:04:58.320Z,,Davin C,Fandango,B1FB9DFE-649F-4688-B7C1-181A566CCD2A
221,2019-08-25T19:57:04.669Z,,Immanuel,False,False,False,True,STAR_5,Great remake and surprised that it was all animated,5.0,"Aug 25, 2019",2019-08-25T19:57:04.669Z,,Immanuel,Fandango,00689859-D7CC-44CD-9F3B-690450F855E1
222,2019-08-25T19:51:29.026Z,,Christopher A,False,False,False,False,STAR_2,Not as good as the original.,2.0,"Aug 25, 2019",2019-08-25T19:51:29.026Z,/user/id/978212446,Christopher A,RT,978212446
223,2019-08-25T19:42:28.174Z,,denise,False,False,False,True,STAR_5,It was a great movie but not for kids under 5 did not keep them interested,5.0,"Aug 25, 2019",2019-08-25T19:42:28.174Z,,denise,Fandango,93DC80CC-8BB1-4F27-8ECE-8DBD433EFEFE
224,2019-08-25T19:07:10.818Z,,rob,False,False,False,False,STAR_2_5,It was ok. Nothing like the original. Very emotionless.,2.5,"Aug 25, 2019",2019-08-25T19:07:10.818Z,,rob,Fandango,B110135A-D2A5-42B3-8220-A38323AFFC3D
225,2019-08-25T18:33:53.036Z,,Kathy,False,False,False,True,STAR_5,The movie is great for all ages. There are a few violent scenes with the animals but there not scary.,5.0,"Aug 25, 2019",2019-08-25T18:33:53.036Z,,Kathy,Fandango,09192ea5-6994-4dcb-84d8-df58c31bed76
226,2019-08-25T18:29:22.133Z,,Michelle,False,False,False,True,STAR_3,"The CGI was amazing but I missed the silliness of Timon, Pumbaa and the 3 hyenas.",3.0,"Aug 25, 2019",2019-08-25T18:29:22.133Z,,Michelle,Fandango,A0320E3F-FAB0-4EFC-8A96-970A2B3D9737
227,2019-08-25T17:56:36.382Z,,Victor,False,False,False,True,STAR_5,Great scenery and animal graphics. So very close to Disney original.,5.0,"Aug 25, 2019",2019-08-25T17:56:36.382Z,,Victor,Fandango,fe8caa7a-d47e-48a4-a386-ed5b628e3d50
228,2019-08-25T17:29:54.826Z,,Aiden,False,False,False,True,STAR_3_5,I think that the original Lion King is better.,3.5,"Aug 25, 2019",2019-08-25T17:29:54.826Z,,Aiden,Fandango,E2E04045-143E-416B-BB8E-73965EECB77B
229,2019-08-25T17:29:13.543Z,,Eugene H,False,False,False,True,STAR_5,Excellent movie with good life lessons.  Violence in the right places and done in a manner as to not scare children.,5.0,"Aug 25, 2019",2019-08-25T17:29:13.543Z,,Eugene H,Fandango,6d743bba-5e4b-42e0-a35d-6734126a9f2d
230,2019-08-25T16:34:36.015Z,,,False,False,False,False,STAR_4_5,"Loved it and so did the kids. It was weird watching the live version having so much familiarity with the animated film, still excellent. ",4.5,"Aug 25, 2019",2019-08-25T16:34:36.015Z,/user/id/901715147,,RT,901715147
231,2019-08-25T16:32:23.923Z,,Jarvis M,False,False,False,False,STAR_3,"It's incredible experience of technology with entertainment from Disney 
I'd like to thanks Disney and the director of lion King Jon Favreau.
He is an amazing director and actors also 
😏😏😏😏😏😏",3.0,"Aug 25, 2019",2019-08-25T16:32:23.923Z,/user/id/978212252,Jarvis M,RT,978212252
232,2019-08-25T16:29:53.556Z,,Beth,False,False,False,True,STAR_3_5,"It's a good movie but definitely lacks some of the charm and funny from the original. My daughter loved it but I, myself growing up with the original, caught myself expecting certain expressions and quotes from the original but never got them.",3.5,"Aug 25, 2019",2019-08-25T16:35:24.504Z,,Beth,Fandango,84899eb9-2083-471d-81cc-4629cf838385
233,2019-08-25T16:22:18.100Z,,,False,False,False,False,STAR_4,"Although I did enjoy this version, there's just nothing like the original! This was good, and all the voice actors did a great job. Especially loved Timon and Pumba. Overall it was good. ",4.0,"Aug 25, 2019",2019-08-25T16:22:18.100Z,/user/id/904388329,,RT,904388329
234,2019-08-25T16:13:47.708Z,,Marina Butler,False,False,False,True,STAR_4,The movie was just like the original. Im glad they kept the same characters and most of the same lines. It was funny and emotional at the same time. The only thing I dont like is that I was expecting the monkey to be a little more involved in Simbas life but he wasnt.,4.0,"Aug 25, 2019",2019-08-25T16:13:47.708Z,,Marina Butler,Fandango,9eeddde5-2d89-457c-9087-5f600484349a
235,2019-08-25T15:23:44.995Z,,Carol K,False,False,False,False,STAR_5,Loved it..brought back some nostalgic memories,5.0,"Aug 25, 2019",2019-08-25T15:23:44.995Z,/user/id/978212171,Carol K,RT,978212171
236,2019-08-25T14:49:09.813Z,,Jennifer,False,False,False,False,STAR_5,AWESOME MOVIE WITH GOOD STORY.,5.0,"Aug 25, 2019",2019-08-25T14:49:09.813Z,,Jennifer,Fandango,8F228FC9-BE23-41E0-9A8E-92E020853B37
237,2019-08-25T14:40:00.935Z,,Jennifer C,False,False,False,True,STAR_4_5,I love the movie but I still love the original  The voices did not match the characters but it still good to watch with family,4.5,"Aug 25, 2019",2019-08-25T14:40:00.935Z,,Jennifer C,Fandango,B499A7C1-27E5-47B5-B9D5-D8D5F90FE942
238,2019-08-25T13:05:31.655Z,,Lorraine T,False,False,False,True,STAR_4_5,Just loved it.  Amazing animation.  Although very consistent with cartoon which I always loved it was great to see a different approach. And of course scenery was beautiful and real.,4.5,"Aug 25, 2019",2019-08-25T13:05:31.655Z,,Lorraine T,Fandango,4566cfb1-0145-4c0c-8fb0-aff982b6153c
239,2019-08-25T12:50:55.174Z,,Jordan,False,False,False,True,STAR_3_5,"Well done imaging and great scenery, but disconnected voices from animal characters - it just didnt quite match up with the power/enthusiasm of the original voice cast. Still a good Disney movie night option.",3.5,"Aug 25, 2019",2019-08-25T12:50:55.174Z,,Jordan,Fandango,c67f9aa0-b2d2-428a-8df5-a03c9b4ad5e1
240,2019-08-31T22:42:02.636Z,,Lili,False,False,False,True,STAR_5,"Loved every minute! Thought nothing could beat the first one, but this one knocked it out of the ballpark!  Great job!!!",5.0,17h ago,2019-08-31T22:42:02.636Z,,Lili,Fandango,1422DE8B-A9AA-49B3-8B1C-9C700365546F
241,2019-08-31T22:18:45.203Z,,Nancy Sullivan,False,False,False,True,STAR_3,it was a good reproduction,3.0,18h ago,2019-08-31T22:18:45.203Z,,Nancy Sullivan,Fandango,D8C08E09-479C-45C3-9C7D-C70EB4E3A1AB
242,2019-08-31T21:51:03.225Z,,Gustavo C,False,False,False,False,STAR_2_5,"BORIIIIIINGG!!! Same old thing and it's obvious to know what wiil hapend! But there something inside this movie that mekes me put 2,5 stars, i thing is the emotions and the sad parts",2.5,18h ago,2019-08-31T21:51:03.403Z,/user/id/978182210,Gustavo C,RT,978182210
243,2019-08-31T21:49:10.581Z,,,False,False,False,False,STAR_3_5,Pretty good. I expected to be disappointed but enjoyed it. ,3.5,18h ago,2019-08-31T21:49:10.581Z,/user/id/260022391,,RT,260022391
244,2019-08-31T21:43:08.841Z,,Megan,False,False,False,True,STAR_4,It was cool to see it in a live action sort of way! And loved how they didn’t steer from the original story....I’ve seen it twice now! 😊,4.0,18h ago,2019-08-31T21:43:08.841Z,,Megan,Fandango,899ECE9B-10B6-463F-A91E-D257A86E4621
245,2019-08-31T21:30:15.376Z,,iatoluiq,False,False,False,True,STAR_5,The children loved the forts,5.0,19h ago,2019-08-31T21:30:15.376Z,,iatoluiq,Fandango,D0E4A376-A6BA-4B78-927D-CBE2993E9547
246,2019-08-31T20:49:31.735Z,,King Brooks,False,False,False,True,STAR_5,Excellent movie. Well done!,5.0,19h ago,2019-08-31T20:49:31.735Z,,King Brooks,Fandango,A7525A87-2E63-49B4-83F6-E467F6255FC5
247,2019-08-31T20:06:30.225Z,,Sean,False,False,False,True,STAR_3_5,"Being CGI, the faces of animals were not as emotive as in the animated version. I liked the movie overall, but some scenes were almost lackluster because of this issue.",3.5,20h ago,2019-08-31T20:06:30.225Z,,Sean,Fandango,cf58af01-a010-4035-96e8-87357f457a0d
248,2019-08-31T18:30:05.538Z,,Carson K,False,False,False,False,STAR_3,"It was a complete copy, but the CGI looked pretty cool",3.0,22h ago,2019-08-31T18:30:05.538Z,/user/id/978219489,Carson K,RT,978219489
249,2019-08-31T17:36:41.262Z,,Jac R,False,False,False,False,STAR_3_5,it was just good. I expected more tbh.,3.5,22h ago,2019-08-31T17:36:41.262Z,/user/id/978219428,Jac R,RT,978219428
250,2019-08-25T12:30:03.690Z,https://graph.facebook.com/v3.3/2415265032132492/picture,Madison B,False,False,False,False,STAR_4,"I thought the movie was extremely good to be honest. The colours, the CGI animation, the beautiful realistic sunsets and water and rocks... I went to see it with my grandma and sisters. It was truly a lovely movie and the songs gave me nostalgia. It was a better done, happy relived story and I'm so happy this was remade.",4.0,"Aug 25, 2019",2019-08-25T12:30:10.006Z,/user/id/978212017,Madison B,RT,978212017
251,2019-08-25T12:02:46.815Z,,Deborah F,False,False,False,True,STAR_5,Loved this one almost as much as the original. Animations were awesome.,5.0,"Aug 25, 2019",2019-08-25T12:02:46.815Z,,Deborah F,Fandango,b60c3acf-5508-430a-a25b-5b18c3a5c520
252,2019-08-25T10:44:35.810Z,,TaTyana,False,False,False,True,STAR_0_5,"It was not entertaining. Very boring, not close enough to the original cartoon movie.",0.5,"Aug 25, 2019",2019-08-25T10:44:35.810Z,,TaTyana,Fandango,21442359-2CA9-4ECA-B106-B0EEC0A11C70
253,2019-08-25T09:56:03.153Z,https://graph.facebook.com/v3.3/100001681805413/picture,Meszya A,False,False,False,False,STAR_0_5,Better watch Discovery channel  instead of  wasting your money  and time,0.5,"Aug 25, 2019",2019-08-25T09:56:03.787Z,/user/id/931688785,Meszya A,RT,931688785
254,2019-08-25T09:18:44.439Z,,Joseph S,False,False,False,True,STAR_5,"Even though I knew the story, I still enjoyed seeing this new production of it. The music was great.",5.0,"Aug 25, 2019",2019-08-25T09:18:44.439Z,,Joseph S,Fandango,e837ae73-71b7-4e2d-8968-68c2796595df
255,2019-08-25T09:04:39.969Z,,Cal W,False,False,False,False,STAR_3_5,"It's a jolly good film. I never saw the previous versions so I can't compare. The animation IS awesome. Then why only 3 1/2 stars? Because 'awesome' (the 4 star rating heading)  is just a bit strong for the film overall, hence the loss of half a star.  Best of the Disney remakes so far.",3.5,"Aug 25, 2019",2019-08-25T09:04:39.969Z,/user/id/977485576,Cal W,RT,977485576
256,2019-08-25T08:59:33.439Z,,A U,False,False,False,False,STAR_3_5,"Disney has achieved excellence once again the new Lion King was amazing! I loved how it was similar and different from the original, the 2019 version definitely does not try to replicate the 1994 original, it is unique and brings the same beloved story  to a whole new generation of Kids. It is suitable for the whole family and also all those who have grown up with The Lion King. ",3.5,"Aug 25, 2019",2019-08-25T08:59:33.439Z,/user/id/965025728,A U,RT,965025728
257,2019-08-25T06:59:11.673Z,,Ska2bme,False,False,False,True,STAR_3_5,Great for the entire family! Not just another boring kids movie!,3.5,"Aug 25, 2019",2019-08-25T06:59:11.673Z,,Ska2bme,Fandango,f2480b90-4cb0-436d-9c9d-4b924383600d
258,2019-08-25T05:38:27.246Z,,samuel,False,False,False,True,STAR_5,I like the movie it was great hopefully a part 2,5.0,"Aug 25, 2019",2019-08-25T05:38:27.246Z,,samuel,Fandango,95CB9F6D-79A9-4220-AB8A-315FA98385AD
259,2019-08-25T05:33:37.412Z,,Becca53,False,False,False,True,STAR_4,Liked the detail but thought the story was a little slow.,4.0,"Aug 25, 2019",2019-08-25T05:33:37.412Z,,Becca53,Fandango,6DB64B8C-7E8C-4516-A929-268614528ADD
260,2019-08-25T05:26:47.386Z,,,False,False,False,False,STAR_5,My kids and I loved it! Just like the original. Can’t wait to watch it at home with the family. ,5.0,"Aug 25, 2019",2019-08-25T05:26:47.386Z,/user/id/901130151,,RT,901130151
